"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Petroleum County, MT"	"30069"	27	3451	782.382	533.202
	"Phillips County, MT"	"30071"	365	29304	1245.564	750.573
	"Pondera County, MT"	"30073"	491	43273	1134.657	706.704
	"Powder River County, MT"	"30075"	144	12294	1171.303	626.087
	"Powell County, MT"	"30077"	536	48786	1098.676	830.138
	"Prairie County, MT"	"30079"	134	8164	1641.352	806.702
	"Ravalli County, MT"	"30081"	2942	286593	1026.543	684.143
	"Richland County, MT"	"30083"	651	76916	846.378	791.193
	"Roosevelt County, MT"	"30085"	904	77117	1172.245	1283.219
	"Rosebud County, MT"	"30087"	575	65348	879.905	906.840
	"Sanders County, MT"	"30089"	980	79858	1227.178	798.656
	"Sheridan County, MT"	"30091"	394	25123	1568.284	888.050
	"Silver Bow County, MT"	"30093"	2858	241364	1184.104	891.018
	"Stillwater County, MT"	"30095"	637	64943	980.860	758.699
	"Sweet Grass County, MT"	"30097"	299	25470	1173.930	677.813
	"Teton County, MT"	"30099"	458	42506	1077.495	639.039
	"Toole County, MT"	"30101"	343	36135	949.218	726.590
	"Treasure County, MT"	"30103"	64	4962	1289.802	749.152
	"Valley County, MT"	"30105"	590	52829	1116.811	694.288
	"Wheatland County, MT"	"30107"	154	14875	1035.294	597.954
	"Wibaux County, MT"	"30109"	115	7524	1528.442	754.459
	"Yellowstone County, MT"	"30111"	9822	1075204	913.501	753.134
	"Adams County, NE"	"31001"	2123	220377	963.349	707.695
	"Antelope County, NE"	"31003"	546	45446	1201.426	658.549
	"Arthur County, NE"	"31005"	33	3251	1015.072	755.091
	"Banner County, NE"	"31007"	31	5243	591.265	334.178
	"Blaine County, NE"	"31009"	31	3422	905.903	611.944
	"Boone County, NE"	"31011"	466	37722	1235.353	652.550
	"Box Butte County, NE"	"31013"	830	79184	1048.192	794.775
	"Boyd County, NE"	"31015"	233	14288	1630.739	724.803
	"Brown County, NE"	"31017"	279	21058	1324.912	678.719
	"Buffalo County, NE"	"31019"	2420	334618	723.213	668.160
	"Burt County, NE"	"31021"	674	46597	1446.445	775.372
	"Butler County, NE"	"31023"	709	57705	1228.663	722.282
	"Cass County, NE"	"31025"	1653	177722	930.104	757.996
	"Cedar County, NE"	"31027"	700	60884	1149.727	621.620
	"Chase County, NE"	"31029"	362	27912	1296.933	755.837
	"Cherry County, NE"	"31031"	426	40431	1053.647	624.571
	"Cheyenne County, NE"	"31033"	663	70501	940.412	681.219
	"Clay County, NE"	"31035"	503	44618	1127.348	729.901
	"Colfax County, NE"	"31037"	586	73645	795.709	670.394
	"Cuming County, NE"	"31039"	697	63556	1096.671	590.524
	"Custer County, NE"	"31041"	931	75715	1229.611	730.822
	"Dakota County, NE"	"31043"	1133	145880	776.666	779.023
	"Dawes County, NE"	"31045"	612	63694	960.844	702.085
	"Dawson County, NE"	"31047"	1458	168763	863.933	715.081
	"Deuel County, NE"	"31049"	160	13568	1179.245	656.914
	"Dixon County, NE"	"31051"	465	41099	1131.414	729.105
	"Dodge County, NE"	"31053"	3091	256613	1204.538	770.092
	"Douglas County, NE"	"31055"	27279	3758795	725.738	760.778
	"Dundy County, NE"	"31057"	195	13502	1444.230	742.681
	"Fillmore County, NE"	"31059"	610	40225	1516.470	805.352
	"Franklin County, NE"	"31061"	287	21780	1317.723	721.248
	"Frontier County, NE"	"31063"	132	18879	699.190	459.577
	"Furnas County, NE"	"31065"	481	34211	1405.981	769.401
	"Gage County, NE"	"31067"	1947	153374	1269.446	770.512
	"Garden County, NE"	"31069"	223	13740	1622.999	724.152
	"Garfield County, NE"	"31071"	230	14165	1623.720	723.482
	"Gosper County, NE"	"31073"	167	13969	1195.504	717.086
	"Grant County, NE"	"31075"	36	4407	816.882	941.791
	"Greeley County, NE"	"31077"	205	17319	1183.671	627.251
	"Hall County, NE"	"31079"	3746	424026	883.436	754.133
	"Hamilton County, NE"	"31081"	589	63827	922.807	647.342
	"Harlan County, NE"	"31083"	315	24180	1302.730	729.223
	"Hayes County, NE"	"31085"	37	6618	559.081	342.196
	"Hitchcock County, NE"	"31087"	270	20133	1341.082	771.277
	"Holt County, NE"	"31089"	884	72645	1216.877	683.333
	"Hooker County, NE"	"31091"	97	5098	1902.707	758.219
	"Howard County, NE"	"31093"	461	44507	1035.792	656.489
	"Jefferson County, NE"	"31095"	783	51922	1508.031	824.666
	"Johnson County, NE"	"31097"	432	36241	1192.020	807.245
	"Kearney County, NE"	"31099"	520	45891	1133.120	752.477
	"Keith County, NE"	"31101"	665	57221	1162.161	749.860
	"Keya Paha County, NE"	"31103"	52	5636	922.640	456.374
	"Kimball County, NE"	"31105"	359	26162	1372.219	798.279
	"Knox County, NE"	"31107"	802	60010	1336.444	715.583
	"Lancaster County, NE"	"31109"	14142	2083550	678.745	687.689
	"Lincoln County, NE"	"31111"	2495	251601	991.649	744.060
	"Logan County, NE"	"31113"	43	5352	803.438	562.208
	"Loup County, NE"	"31115"	34	4171	815.152	556.193
	"McPherson County, NE"	"31117"	27	3592	751.670	464.805
	"Madison County, NE"	"31119"	2477	245344	1009.603	751.016
	"Merrick County, NE"	"31121"	576	54540	1056.106	730.564
	"Morrill County, NE"	"31123"	420	34340	1223.063	822.753
	"Nance County, NE"	"31125"	352	25554	1377.475	806.888
	"Nemaha County, NE"	"31127"	589	50031	1177.270	798.263
	"Nuckolls County, NE"	"31129"	426	30792	1383.476	672.482
	"Otoe County, NE"	"31131"	1306	110899	1177.648	706.387
	"Pawnee County, NE"	"31133"	271	18995	1426.691	673.428
	"Perkins County, NE"	"31135"	237	20510	1155.534	590.838
	"Phelps County, NE"	"31137"	795	64549	1231.622	727.880
	"Pierce County, NE"	"31139"	506	50367	1004.626	653.467
	"Platte County, NE"	"31141"	1932	228390	845.921	650.976
	"Polk County, NE"	"31143"	461	36999	1245.980	699.022
	"Red Willow County, NE"	"31145"	878	76486	1147.922	729.280
	"Richardson County, NE"	"31147"	827	57405	1440.641	746.120
	"Rock County, NE"	"31149"	171	10021	1706.417	895.434
	"Saline County, NE"	"31151"	1024	100383	1020.093	791.652
	"Sarpy County, NE"	"31153"	6070	1183493	512.889	662.351
	"Saunders County, NE"	"31155"	1424	146372	972.864	737.737
	"Scotts Bluff County, NE"	"31157"	2867	256974	1115.677	796.855
	"Seward County, NE"	"31159"	1188	119021	998.143	740.500
	"Sheridan County, NE"	"31161"	504	37144	1356.881	710.750
	"Sherman County, NE"	"31163"	283	21678	1305.471	712.015
	"Sioux County, NE"	"31165"	58	9080	638.767	397.620
	"Stanton County, NE"	"31167"	320	42456	753.721	612.419
	"Thayer County, NE"	"31169"	550	36205	1519.127	728.030
	"Thomas County, NE"	"31171"	42	4825	870.466	511.211
	"Thurston County, NE"	"31173"	518	49021	1056.690	1072.906
	"Valley County, NE"	"31175"	390	29442	1324.638	723.501
	"Washington County, NE"	"31177"	1196	142113	841.584	673.623
	"Wayne County, NE"	"31179"	439	66227	662.872	538.027
	"Webster County, NE"	"31181"	413	25886	1595.457	831.441
	"Wheeler County, NE"	"31183"	33	5492	600.874	381.514
	"York County, NE"	"31185"	1092	96537	1131.173	729.477
	"Churchill County, NV"	"32001"	1867	170339	1096.050	918.615
	"Clark County, NV"	"32003"	101808	14290017	712.441	751.605
	"Douglas County, NV"	"32005"	3175	331263	958.453	620.657
	"Elko County, NV"	"32007"	2036	358778	567.482	750.770
	"Esmeralda County, NV"	"32009"	91	5606	1623.261	953.375
	"Eureka County, NV"	"32011"	103	13994	736.030	700.998
	"Humboldt County, NV"	"32013"	907	118814	763.378	905.516
	"Lander County, NV"	"32015"	298	41203	723.248	747.502
	"Lincoln County, NV"	"32017"	360	36581	984.117	779.774
	"Lyon County, NV"	"32019"	3805	364288	1044.503	866.631
	"Mineral County, NV"	"32021"	524	32059	1634.486	1029.851
	"Nye County, NV"	"32023"	4718	300739	1568.802	1006.685
	"Pershing County, NV"	"32027"	338	47005	719.072	705.646
	"Storey County, NV"	"32029"	211	27733	760.826	520.579
	"Washoe County, NV"	"32031"	25008	3051353	819.571	791.833
	"White Pine County, NV"	"32033"	683	69754	979.155	848.143
	"Carson City, NV"	"32510"	4861	383416	1267.814	904.165
	"Belknap County, NH"	"33001"	4540	422542	1074.449	755.955
	"Carroll County, NH"	"33003"	3580	332498	1076.698	658.724
	"Cheshire County, NH"	"33005"	4881	535294	911.835	717.921
	"Coos County, NH"	"33007"	2999	224740	1334.431	834.377
	"Grafton County, NH"	"33009"	5509	624717	881.839	650.011
	"Hillsborough County, NH"	"33011"	21686	2828947	766.575	699.162
	"Merrimack County, NH"	"33013"	9127	1030381	885.789	703.778
	"Rockingham County, NH"	"33015"	16059	2094033	766.893	678.249
	"Strafford County, NH"	"33017"	6974	875569	796.511	748.422
	"Sullivan County, NH"	"33019"	2999	302336	991.943	726.445
	"Atlantic County, NJ"	"34001"	18288	1920590	952.207	794.710
	"Bergen County, NJ"	"34003"	49194	6471565	760.156	567.019
	"Burlington County, NJ"	"34005"	27235	3149716	864.681	707.542
	"Camden County, NJ"	"34007"	32060	3585402	894.181	782.365
	"Cape May County, NJ"	"34009"	9011	670568	1343.786	808.368
	"Cumberland County, NJ"	"34011"	10339	1096150	943.210	867.460
	"Essex County, NJ"	"34013"	40947	5536486	739.585	716.413
	"Gloucester County, NJ"	"34015"	17499	2032003	861.170	788.154
	"Hudson County, NJ"	"34017"	26415	4610008	572.992	643.675
	"Hunterdon County, NJ"	"34019"	6077	885918	685.955	579.089
	"Mercer County, NJ"	"34021"	20058	2586251	775.563	681.438
	"Middlesex County, NJ"	"34023"	39933	5790305	689.653	626.937
	"Monmouth County, NJ"	"34025"	37378	4404296	848.671	677.151
	"Morris County, NJ"	"34027"	25821	3482307	741.491	590.467
	"Ocean County, NJ"	"34029"	49836	4087339	1219.277	734.863
	"Passaic County, NJ"	"34031"	25454	3539507	719.140	676.283
	"Salem County, NJ"	"34033"	5004	455256	1099.162	836.222
	"Somerset County, NJ"	"34035"	15827	2306602	686.161	589.513
	"Sussex County, NJ"	"34037"	8071	1022320	789.479	721.544
	"Union County, NJ"	"34039"	27551	3832580	718.863	642.004
	"Warren County, NJ"	"34041"	6734	752466	894.924	711.986
	"Bernalillo County, NM"	"35001"	36824	4710402	781.759	725.312
	"Catron County, NM"	"35003"	274	25243	1085.449	637.365
	"Chaves County, NM"	"35005"	4524	460066	983.337	858.450
	"Cibola County, NM"	"35006"	1760	191705	918.077	880.881
	"Colfax County, NM"	"35007"	1061	91054	1165.243	784.804
	"Curry County, NM"	"35009"	2744	350208	783.534	844.799
	"DeBaca County, NM"	"35011"	208	13247	1570.167	1012.241
	"Dona Ana County, NM"	"35013"	10432	1492914	698.768	684.276
	"Eddy County, NM"	"35015"	3878	389465	995.725	889.689
	"Grant County, NM"	"35017"	2344	203595	1151.305	740.060
	"Guadalupe County, NM"	"35019"	285	31675	899.763	707.562
	"Harding County, NM"	"35021"	57	4845	1176.471	512.970
	"Hidalgo County, NM"	"35023"	337	32488	1037.306	779.702
	"Lea County, NM"	"35025"	3693	475478	776.692	879.769
	"Lincoln County, NM"	"35027"	1387	139920	991.281	652.657
	"Los Alamos County, NM"	"35028"	852	125743	677.573	514.076
	"Luna County, NM"	"35029"	2065	173717	1188.715	865.362
	"McKinley County, NM"	"35031"	4007	517209	774.735	922.038
	"Mora County, NM"	"35033"	330	32755	1007.480	759.129
	"Otero County, NM"	"35035"	4078	456011	894.277	783.005
	"Quay County, NM"	"35037"	844	60819	1387.724	958.081
	"Rio Arriba County, NM"	"35039"	2740	280364	977.301	886.097
	"Roosevelt County, NM"	"35041"	1065	138404	769.486	788.350
	"Sandoval County, NM"	"35043"	6795	957010	710.024	678.551
	"San Juan County, NM"	"35045"	6621	870877	760.268	768.518
	"San Miguel County, NM"	"35047"	1955	200092	977.051	812.429
	"Santa Fe County, NM"	"35049"	7785	1029117	756.474	615.188
	"Sierra County, NM"	"35051"	1689	81196	2080.152	1038.246
	"Socorro County, NM"	"35053"	1208	122519	985.970	874.248
	"Taos County, NM"	"35055"	1930	230724	836.497	622.350
	"Torrance County, NM"	"35057"	1066	110864	961.538	825.404
	"Union County, NM"	"35059"	332	30464	1089.811	751.671
	"Valencia County, NM"	"35061"	4357	533734	816.324	775.828
	"Albany County, NY"	"36001"	18671	2146567	869.807	695.385
	"Allegany County, NY"	"36003"	3270	336465	971.869	769.320
	"Bronx County, NY"	"36005"	64634	9953639	649.350	695.332
	"Broome County, NY"	"36007"	14623	1384475	1056.213	746.656
	"Cattaraugus County, NY"	"36009"	5749	552698	1040.170	808.369
	"Cayuga County, NY"	"36011"	5276	553765	952.751	706.946
	"Chautauqua County, NY"	"36013"	10357	928228	1115.782	793.471
	"Chemung County, NY"	"36015"	6648	616250	1078.783	798.034
	"Chenango County, NY"	"36017"	3912	346880	1127.768	809.702
	"Clinton County, NY"	"36019"	4914	571274	860.183	754.785
	"Columbia County, NY"	"36021"	4758	435008	1093.773	725.091
	"Cortland County, NY"	"36023"	3087	342737	900.691	785.930
	"Delaware County, NY"	"36025"	3738	327694	1140.698	744.470
	"Dutchess County, NY"	"36027"	16596	2076531	799.218	665.196
	"Erie County, NY"	"36029"	67373	6442479	1045.762	779.557
	"Essex County, NY"	"36031"	2857	271533	1052.174	683.289
	"Franklin County, NY"	"36033"	3157	358964	879.475	782.764
	"Fulton County, NY"	"36035"	4217	382147	1103.502	795.565
	"Genesee County, NY"	"36037"	4238	416084	1018.544	746.500
	"Greene County, NY"	"36039"	3536	338403	1044.908	751.058
	"Hamilton County, NY"	"36041"	406	33149	1224.773	712.564
	"Herkimer County, NY"	"36043"	4728	446825	1058.132	735.380
	"Jefferson County, NY"	"36045"	6148	824649	745.529	769.905
	"Kings County, NY"	"36047"	111075	18082807	614.258	614.938
	"Lewis County, NY"	"36049"	1693	189574	893.055	698.793
	"Livingston County, NY"	"36051"	3749	453538	826.612	679.117
	"Madison County, NY"	"36053"	4270	507118	842.013	710.891
	"Monroe County, NY"	"36055"	45362	5234572	866.585	688.585
	"Montgomery County, NY"	"36057"	4078	348670	1169.587	795.995
	"Nassau County, NY"	"36059"	75797	9466824	800.659	580.847
	"New York County, NY"	"36061"	69567	11357590	612.516	534.206
	"Niagara County, NY"	"36063"	16377	1499788	1091.954	800.998
	"Oneida County, NY"	"36065"	17459	1632867	1069.224	753.767
	"Onondaga County, NY"	"36067"	29493	3272078	901.354	714.736
	"Ontario County, NY"	"36069"	7277	763174	953.518	707.249
	"Orange County, NY"	"36071"	18307	2630745	695.887	701.942
	"Orleans County, NY"	"36073"	2899	295488	981.089	798.214
	"Oswego County, NY"	"36075"	7383	847248	871.410	795.459
	"Otsego County, NY"	"36077"	4148	429429	965.934	698.525
	"Putnam County, NY"	"36079"	4763	696324	684.021	620.483
	"Queens County, NY"	"36081"	99483	16041300	620.168	555.113
	"Rensselaer County, NY"	"36083"	10436	1118687	932.879	782.863
	"Richmond County, NY"	"36085"	24854	3306398	751.694	674.328
	"Rockland County, NY"	"36087"	14775	2242188	658.955	564.791
	"St. Lawrence County, NY"	"36089"	6910	780274	885.586	761.934
	"Saratoga County, NY"	"36091"	11955	1564710	764.039	642.788
	"Schenectady County, NY"	"36093"	10605	1085134	977.299	728.985
	"Schoharie County, NY"	"36095"	1929	223483	863.153	665.597
	"Schuyler County, NY"	"36097"	1389	128442	1081.422	778.628
	"Seneca County, NY"	"36099"	2406	245657	979.414	743.539
	"Steuben County, NY"	"36101"	6932	688701	1006.533	758.209
	"Suffolk County, NY"	"36103"	82048	10488315	782.280	659.171
	"Sullivan County, NY"	"36105"	5104	533526	956.654	804.523
	"Tioga County, NY"	"36107"	3228	350972	919.731	706.129
	"Tompkins County, NY"	"36109"	4742	723946	655.021	669.198
	"Ulster County, NY"	"36111"	11448	1267543	903.165	688.045
	"Warren County, NY"	"36113"	4713	456641	1032.102	706.077
	"Washington County, NY"	"36115"	4303	438810	980.607	755.786
	"Wayne County, NY"	"36117"	5892	646938	910.752	746.675
	"Westchester County, NY"	"36119"	49318	6759056	729.658	553.250
	"Wyoming County, NY"	"36121"	2616	290514	900.473	787.921
	"Yates County, NY"	"36123"	1770	176481	1002.941	743.571
	"Alamance County, NC"	"37001"	10892	1086476	1002.507	812.770
	"Alexander County, NC"	"37003"	2548	260213	979.198	809.524
	"Alleghany County, NC"	"37005"	907	76637	1183.501	753.197
	"Anson County, NC"	"37007"	2108	183041	1151.655	946.775
	"Ashe County, NC"	"37009"	2325	189742	1225.348	794.818
	"Avery County, NC"	"37011"	1356	123695	1096.245	785.647
	"Beaufort County, NC"	"37013"	4030	333183	1209.546	869.000
	"Bertie County, NC"	"37015"	1732	143312	1208.552	855.917
	"Bladen County, NC"	"37017"	2766	242592	1140.186	911.328
	"Brunswick County, NC"	"37019"	8666	813640	1065.090	740.109
	"Buncombe County, NC"	"37021"	17161	1731944	990.852	738.028
	"Burke County, NC"	"37023"	7109	629342	1129.592	875.938
	"Cabarrus County, NC"	"37025"	10197	1321658	771.531	809.396
	"Caldwell County, NC"	"37027"	6499	573564	1133.091	938.611
	"Camden County, NC"	"37029"	557	71329	780.889	747.997
	"Carteret County, NC"	"37031"	5298	476488	1111.885	769.437
	"Caswell County, NC"	"37033"	1886	162462	1160.887	872.443
	"Catawba County, NC"	"37035"	11164	1083737	1030.139	889.111
	"Chatham County, NC"	"37037"	4412	472362	934.029	583.877
	"Cherokee County, NC"	"37039"	2502	191072	1309.454	836.149
	"Chowan County, NC"	"37041"	1263	102493	1232.279	799.183
	"Clay County, NC"	"37043"	980	74551	1314.536	770.908
	"Cleveland County, NC"	"37045"	8093	681187	1188.073	998.631
	"Columbus County, NC"	"37047"	4818	400846	1201.958	988.498
	"Craven County, NC"	"37049"	7198	728956	987.440	815.789
	"Cumberland County, NC"	"37051"	16697	2271529	735.056	870.378
	"Currituck County, NC"	"37053"	1536	172023	892.904	850.979
	"Dare County, NC"	"37055"	2142	244550	875.895	720.942
	"Davidson County, NC"	"37057"	11840	1145875	1033.272	881.520
	"Davie County, NC"	"37059"	3052	290979	1048.873	764.387
	"Duplin County, NC"	"37061"	3704	416174	890.012	777.510
	"Durham County, NC"	"37063"	12970	2010377	645.153	702.759
	"Edgecombe County, NC"	"37065"	4280	386522	1107.311	914.165
	"Forsyth County, NC"	"37067"	22019	2530807	870.039	782.290
	"Franklin County, NC"	"37069"	3695	436769	845.985	774.665
	"Gaston County, NC"	"37071"	15342	1472120	1042.170	940.651
	"Gates County, NC"	"37073"	808	82235	982.550	781.268
	"Graham County, NC"	"37075"	733	60917	1203.277	834.101
	"Granville County, NC"	"37077"	3464	414808	835.085	764.063
	"Greene County, NC"	"37079"	1324	148974	888.746	811.772
	"Guilford County, NC"	"37081"	28377	3542223	801.107	746.942
	"Halifax County, NC"	"37083"	4553	373515	1218.960	923.259
	"Harnett County, NC"	"37085"	6348	866743	732.397	858.498
	"Haywood County, NC"	"37087"	5051	416003	1214.174	776.457
	"Henderson County, NC"	"37089"	9348	770486	1213.260	717.670
	"Hertford County, NC"	"37091"	1808	170599	1059.795	826.617
	"Hoke County, NC"	"37093"	2075	355626	583.478	853.878
	"Hyde County, NC"	"37095"	409	39931	1024.267	802.860
	"Iredell County, NC"	"37097"	10275	1157321	887.826	849.368
	"Jackson County, NC"	"37099"	2474	286410	863.797	762.969
	"Johnston County, NC"	"37101"	9081	1252911	724.792	816.337
	"Jones County, NC"	"37103"	881	70597	1247.928	847.315
	"Lee County, NC"	"37105"	3840	415537	924.105	828.194
	"Lenoir County, NC"	"37107"	4935	410873	1201.101	939.519
	"Lincoln County, NC"	"37109"	5168	558282	925.697	863.423
	"McDowell County, NC"	"37111"	3508	315088	1113.340	859.166
	"Macon County, NC"	"37113"	3077	238174	1291.913	771.329
	"Madison County, NC"	"37115"	1589	146980	1081.099	796.718
	"Martin County, NC"	"37117"	2205	166328	1325.694	947.585
	"Mecklenburg County, NC"	"37119"	39097	6925453	564.541	683.542
	"Mitchell County, NC"	"37121"	1500	107403	1396.609	880.023
	"Montgomery County, NC"	"37123"	1967	193065	1018.828	802.423
	"Moore County, NC"	"37125"	7468	642693	1161.986	682.280
	"Nash County, NC"	"37127"	6935	665038	1042.798	882.837
	"New Hanover County, NC"	"37129"	12489	1491496	837.347	722.432
	"Northampton County, NC"	"37131"	1874	147148	1273.548	841.852
	"Onslow County, NC"	"37133"	6932	1287010	538.613	798.273
	"Orange County, NC"	"37135"	5322	971419	547.858	638.552
	"Pamlico County, NC"	"37137"	1080	90918	1187.884	759.384
	"Pasquotank County, NC"	"37139"	2861	281409	1016.670	876.656
	"Pender County, NC"	"37141"	3559	388096	917.041	780.500
	"Perquimans County, NC"	"37143"	1079	94345	1143.675	753.933
	"Person County, NC"	"37145"	2930	275320	1064.216	849.645
	"Pitt County, NC"	"37147"	8365	1214515	688.752	780.554
	"Polk County, NC"	"37149"	1994	142505	1399.249	700.488
	"Randolph County, NC"	"37151"	9845	998146	986.329	861.355
	"Richmond County, NC"	"37153"	3811	322391	1182.105	1019.978
	"Robeson County, NC"	"37155"	8989	942214	954.030	984.818
	"Rockingham County, NC"	"37157"	7759	646417	1200.309	907.084
	"Rowan County, NC"	"37159"	10880	970655	1120.893	938.264
	"Rutherford County, NC"	"37161"	5892	469038	1256.188	930.803
	"Sampson County, NC"	"37163"	4572	446162	1024.740	879.938
	"Scotland County, NC"	"37165"	2688	250466	1073.200	921.836
	"Stanly County, NC"	"37167"	4733	424527	1114.888	901.984
	"Stokes County, NC"	"37169"	3567	326881	1091.223	830.836
	"Surry County, NC"	"37171"	6055	511822	1183.028	874.350
	"Swain County, NC"	"37173"	1261	99277	1270.183	1020.111
	"Transylvania County, NC"	"37175"	2849	231400	1231.201	661.510
	"Tyrrell County, NC"	"37177"	319	29544	1079.745	829.694
	"Union County, NC"	"37179"	8997	1495947	601.425	742.957
	"Vance County, NC"	"37181"	3399	314095	1082.157	919.493
	"Wake County, NC"	"37183"	34140	6826893	500.081	632.794
	"Warren County, NC"	"37185"	1647	143277	1149.522	776.634
	"Washington County, NC"	"37187"	1065	88809	1199.203	802.670
	"Watauga County, NC"	"37189"	2275	366043	621.512	620.987
	"Wayne County, NC"	"37191"	7983	867887	919.820	851.998
	"Wilkes County, NC"	"37193"	5453	482733	1129.610	840.957
	"Wilson County, NC"	"37195"	5684	570996	995.454	832.689
	"Yadkin County, NC"	"37197"	2912	265716	1095.907	851.525
	"Yancey County, NC"	"37199"	1572	123594	1271.906	824.946
	"Adams County, ND"	"38001"	222	16369	1356.222	658.779
	"Barnes County, ND"	"38003"	892	77496	1151.027	705.812
	"Benson County, ND"	"38005"	509	47345	1075.087	1144.081
	"Billings County, ND"	"38007"	28	6149	455.359	340.524
	"Bottineau County, ND"	"38009"	556	46132	1205.237	746.195
	"Bowman County, ND"	"38011"	306	22483	1361.028	795.346
	"Burke County, ND"	"38013"	169	15229	1109.725	798.529
	"Burleigh County, ND"	"38015"	4693	616665	761.029	641.805
	"Cass County, ND"	"38017"	6836	1134898	602.345	640.440
	"Cavalier County, ND"	"38019"	331	27286	1213.076	597.470
	"Dickey County, ND"	"38021"	509	36440	1396.817	717.787
	"Divide County, ND"	"38023"	195	16033	1216.242	577.657
	"Dunn County, ND"	"38025"	251	28796	871.649	729.387
	"Eddy County, ND"	"38027"	327	16637	1965.499	1002.212
	"Emmons County, ND"	"38029"	358	24243	1476.715	699.235
	"Foster County, ND"	"38031"	311	23463	1325.491	686.220
	"Golden Valley County, ND"	"38033"	131	12546	1044.158	679.099
	"Grand Forks County, ND"	"38035"	3287	482247	681.601	719.063
	"Grant County, ND"	"38037"	216	16567	1303.797	633.245
	"Griggs County, ND"	"38039"	275	16360	1680.929	719.434
	"Hettinger County, ND"	"38041"	249	18198	1368.282	689.224
	"Kidder County, ND"	"38043"	127	16958	748.909	481.068
	"LaMoure County, ND"	"38045"	312	28909	1079.249	556.581
	"Logan County, ND"	"38047"	196	13665	1434.321	711.784
	"McHenry County, ND"	"38049"	431	40530	1063.410	699.967
	"McIntosh County, ND"	"38051"	363	19299	1880.926	612.879
	"McKenzie County, ND"	"38053"	449	67123	668.921	778.056
	"McLean County, ND"	"38055"	747	65907	1133.415	718.194
	"Mercer County, ND"	"38057"	567	60244	941.173	704.806
	"Morton County, ND"	"38059"	1882	203237	926.012	757.613
	"Mountrail County, ND"	"38061"	568	64235	884.253	907.841
	"Nelson County, ND"	"38063"	425	21331	1992.405	865.792
	"Oliver County, ND"	"38065"	90	12954	694.766	507.961
	"Pembina County, ND"	"38067"	559	50495	1107.040	620.952
	"Pierce County, ND"	"38069"	458	30623	1495.608	745.452
	"Ramsey County, ND"	"38071"	928	80734	1149.454	760.746
	"Ransom County, ND"	"38073"	555	38118	1456.005	782.971
	"Renville County, ND"	"38075"	205	17835	1149.425	741.448
	"Richland County, ND"	"38077"	977	114309	854.701	631.870
	"Rolette County, ND"	"38079"	931	101031	921.499	1082.859
	"Sargent County, ND"	"38081"	249	27110	918.480	611.271
	"Sheridan County, ND"	"38083"	79	9158	862.634	401.442
	"Sioux County, ND"	"38085"	303	30471	994.388	1332.644
	"Slope County, ND"	"38087"	28	5259	532.421	373.175
	"Stark County, ND"	"38089"	1603	198084	809.253	636.588
	"Steele County, ND"	"38091"	138	13747	1003.855	614.820
	"Stutsman County, ND"	"38093"	1675	147576	1135.008	764.245
	"Towner County, ND"	"38095"	205	15990	1282.051	645.377
	"Traill County, ND"	"38097"	656	56711	1156.742	699.775
	"Walsh County, ND"	"38099"	1009	77072	1309.165	761.787
	"Ward County, ND"	"38101"	3366	469404	717.080	686.561
	"Wells County, ND"	"38103"	479	29379	1630.416	726.600
	"Williams County, ND"	"38105"	1618	204825	789.943	792.752
	"Adams County, OH"	"39001"	2323	197521	1176.077	1004.585
	"Allen County, OH"	"39003"	7685	736071	1044.057	825.813
	"Ashland County, OH"	"39005"	3882	372197	1042.996	789.190
	"Ashtabula County, OH"	"39007"	8188	699080	1171.254	903.004
	"Athens County, OH"	"39009"	3376	455296	741.496	875.357
	"Auglaize County, OH"	"39011"	3407	321149	1060.878	766.829
	"Belmont County, OH"	"39013"	6284	487081	1290.134	875.854
	"Brown County, OH"	"39015"	3406	309892	1099.093	926.046
	"Butler County, OH"	"39017"	21838	2608038	837.334	827.137
	"Carroll County, OH"	"39019"	2131	198147	1075.464	790.151
	"Champaign County, OH"	"39021"	2754	275774	998.644	846.814
	"Clark County, OH"	"39023"	11943	956696	1248.359	946.883
	"Clermont County, OH"	"39025"	11458	1402360	817.051	789.775
	"Clinton County, OH"	"39027"	3012	293452	1026.403	897.503
	"Columbiana County, OH"	"39029"	8701	741988	1172.660	867.032
	"Coshocton County, OH"	"39031"	2803	257082	1090.314	843.531
	"Crawford County, OH"	"39033"	3755	299699	1252.924	866.930
	"Cuyahoga County, OH"	"39035"	95694	8843782	1082.048	806.564
	"Darke County, OH"	"39037"	4028	366701	1098.443	783.152
	"Defiance County, OH"	"39039"	2645	270150	979.086	775.515
	"Delaware County, OH"	"39041"	6821	1297184	525.831	619.463
	"Erie County, OH"	"39043"	6480	532761	1216.305	846.462
	"Fairfield County, OH"	"39045"	8267	1043949	791.897	745.462
	"Fayette County, OH"	"39047"	2477	201850	1227.149	1007.212
	"Franklin County, OH"	"39049"	63302	8497646	744.936	830.466
	"Fulton County, OH"	"39051"	2822	297840	947.489	761.047
	"Gallia County, OH"	"39053"	2534	213787	1185.292	971.846
	"Geauga County, OH"	"39055"	5499	656726	837.336	626.105
	"Greene County, OH"	"39057"	9597	1144222	838.736	719.493
	"Guernsey County, OH"	"39059"	3188	277378	1149.334	908.876
	"Hamilton County, OH"	"39061"	54445	5632622	966.601	836.453
	"Hancock County, OH"	"39063"	4996	528064	946.097	761.237
