"Notes"	"County"	"County Code"	Deaths	Population	Crude Rate	Age Adjusted Rate
	"Sweet Grass County, MT"	"30097"	221	21762	1015.532	653.436
	"Teton County, MT"	"30099"	410	37732	1086.611	775.324
	"Toole County, MT"	"30101"	335	30884	1084.704	912.706
	"Treasure County, MT"	"30103"	42	4839	867.948	591.120
	"Valley County, MT"	"30105"	548	44990	1218.048	849.898
	"Wheatland County, MT"	"30107"	175	12956	1350.726	902.675
	"Wibaux County, MT"	"30109"	108	6162	1752.678	970.657
	"Yellowstone County, MT"	"30111"	7042	799097	881.245	799.481
	"Adams County, NE"	"31001"	1783	185308	962.182	729.158
	"Antelope County, NE"	"31003"	480	43152	1112.347	668.267
	"Arthur County, NE"	"31005"	24	2588	927.357	730.478
	"Banner County, NE"	"31007"	23	4639	495.797	443.236
	"Blaine County, NE"	"31009"	24	3250	738.462	549.675
	"Boone County, NE"	"31011"	423	35905	1178.109	692.775
	"Box Butte County, NE"	"31013"	754	70763	1065.529	834.331
	"Boyd County, NE"	"31015"	213	13949	1526.991	760.268
	"Brown County, NE"	"31017"	250	20780	1203.080	633.881
	"Buffalo County, NE"	"31019"	1951	258761	753.978	744.709
	"Burt County, NE"	"31021"	651	44926	1449.050	836.265
	"Butler County, NE"	"31023"	624	52288	1193.390	846.393
	"Cass County, NE"	"31025"	1273	148508	857.193	820.524
	"Cedar County, NE"	"31027"	667	56253	1185.715	692.055
	"Chase County, NE"	"31029"	329	24207	1359.111	777.087
	"Cherry County, NE"	"31031"	413	36396	1134.740	814.976
	"Cheyenne County, NE"	"31033"	693	59776	1159.328	883.728
	"Clay County, NE"	"31035"	465	41205	1128.504	796.611
	"Colfax County, NE"	"31037"	599	62487	958.599	680.023
	"Cuming County, NE"	"31039"	707	59402	1190.196	676.344
	"Custer County, NE"	"31041"	952	68858	1382.555	814.723
	"Dakota County, NE"	"31043"	948	122047	776.750	837.374
	"Dawes County, NE"	"31045"	557	54969	1013.298	837.892
	"Dawson County, NE"	"31047"	1340	145245	922.579	803.021
	"Deuel County, NE"	"31049"	186	12263	1516.758	881.470
	"Dixon County, NE"	"31051"	427	36412	1172.690	829.219
	"Dodge County, NE"	"31053"	2397	217256	1103.307	770.862
	"Douglas County, NE"	"31055"	21579	2850466	757.034	848.100
	"Dundy County, NE"	"31057"	181	13045	1387.505	748.825
	"Fillmore County, NE"	"31059"	574	38281	1499.438	825.293
	"Franklin County, NE"	"31061"	320	20801	1538.388	848.841
	"Frontier County, NE"	"31063"	166	18120	916.115	662.508
	"Furnas County, NE"	"31065"	497	31187	1593.613	864.249
	"Gage County, NE"	"31067"	1671	138037	1210.545	782.137
	"Garden County, NE"	"31069"	220	13542	1624.575	861.946
	"Garfield County, NE"	"31071"	213	11620	1833.046	827.986
	"Gosper County, NE"	"31073"	173	12697	1362.527	803.509
	"Grant County, NE"	"31075"	28	4269	655.891	580.849
	"Greeley County, NE"	"31077"	219	15992	1369.435	743.579
	"Hall County, NE"	"31079"	2984	323762	921.665	810.067
	"Hamilton County, NE"	"31081"	579	55970	1034.483	797.996
	"Harlan County, NE"	"31083"	270	22103	1221.554	678.213
	"Hayes County, NE"	"31085"	49	6460	758.514	584.190
	"Hitchcock County, NE"	"31087"	259	18318	1413.910	829.138
	"Holt County, NE"	"31089"	776	66856	1160.704	701.002
	"Hooker County, NE"	"31091"	72	4488	1604.278	672.824
	"Howard County, NE"	"31093"	385	38848	991.042	710.537
	"Jefferson County, NE"	"31095"	639	49173	1299.494	700.731
	"Johnson County, NE"	"31097"	328	29637	1106.725	657.813
	"Kearney County, NE"	"31099"	436	40783	1069.073	761.058
	"Keith County, NE"	"31101"	583	51775	1126.026	830.124
	"Keya Paha County, NE"	"31103"	49	5716	857.243	569.849
	"Kimball County, NE"	"31105"	322	23996	1341.890	839.401
	"Knox County, NE"	"31107"	798	54646	1460.308	801.227
	"Lancaster County, NE"	"31109"	10183	1559941	652.781	744.525
	"Lincoln County, NE"	"31111"	2039	209356	973.939	796.144
	"Logan County, NE"	"31113"	63	4540	1387.665	1105.464
	"Loup County, NE"	"31115"	44	4206	1046.125	687.835
	"McPherson County, NE"	"31117"	17	3207	Unreliable	Unreliable
	"Madison County, NE"	"31119"	2071	213900	968.209	794.898
	"Merrick County, NE"	"31121"	498	48258	1031.953	723.312
	"Morrill County, NE"	"31123"	362	31468	1150.375	846.899
	"Nance County, NE"	"31125"	344	23485	1464.765	959.740
	"Nemaha County, NE"	"31127"	515	44001	1170.428	769.268
	"Nuckolls County, NE"	"31129"	441	29389	1500.561	767.820
	"Otoe County, NE"	"31131"	1080	93084	1160.242	748.340
	"Pawnee County, NE"	"31133"	292	17825	1638.149	754.398
	"Perkins County, NE"	"31135"	242	18805	1286.892	761.433
	"Phelps County, NE"	"31137"	689	57648	1195.185	764.207
	"Pierce County, NE"	"31139"	529	45815	1154.644	798.647
	"Platte County, NE"	"31141"	1494	186199	802.367	755.152
	"Polk County, NE"	"31143"	397	33196	1195.927	649.501
	"Red Willow County, NE"	"31145"	776	68273	1136.613	768.297
	"Richardson County, NE"	"31147"	884	54543	1620.740	945.761
	"Rock County, NE"	"31149"	130	9893	1314.060	651.054
	"Saline County, NE"	"31151"	963	84531	1139.227	787.742
	"Sarpy County, NE"	"31153"	3575	787128	454.183	773.497
	"Saunders County, NE"	"31155"	1060	120529	879.456	718.935
	"Scotts Bluff County, NE"	"31157"	2620	219107	1195.763	896.829
	"Seward County, NE"	"31159"	985	99486	990.089	757.122
	"Sheridan County, NE"	"31161"	498	35607	1398.601	803.497
	"Sherman County, NE"	"31163"	271	19551	1386.118	766.383
	"Sioux County, NE"	"31165"	50	8688	575.506	490.374
	"Stanton County, NE"	"31167"	320	38521	830.716	737.296
	"Thayer County, NE"	"31169"	549	34236	1603.575	803.217
	"Thomas County, NE"	"31171"	45	4151	1084.076	715.844
	"Thurston County, NE"	"31173"	443	42184	1050.161	1088.312
	"Valley County, NE"	"31175"	361	27269	1323.848	692.097
	"Washington County, NE"	"31177"	964	116138	830.047	758.520
	"Wayne County, NE"	"31179"	395	58258	678.018	590.820
	"Webster County, NE"	"31181"	368	23851	1542.912	776.526
	"Wheeler County, NE"	"31183"	52	5039	1031.951	1077.196
	"York County, NE"	"31185"	857	85414	1003.348	676.221
	"Churchill County, NV"	"32001"	1317	145324	906.251	934.709
	"Clark County, NV"	"32003"	69881	9335688	748.536	915.706
	"Douglas County, NV"	"32005"	2011	264665	759.828	670.989
	"Elko County, NV"	"32007"	1452	266810	544.207	881.822
	"Esmeralda County, NV"	"32009"	59	5513	1070.198	805.857
	"Eureka County, NV"	"32011"	81	9363	865.107	982.415
	"Humboldt County, NV"	"32013"	656	90681	723.415	958.730
	"Lander County, NV"	"32015"	253	31644	799.520	1065.514
	"Lincoln County, NV"	"32017"	268	26032	1029.502	939.730
	"Lyon County, NV"	"32019"	2370	236494	1002.140	1020.697
	"Mineral County, NV"	"32021"	474	29161	1625.459	1133.001
	"Nye County, NV"	"32023"	2856	213441	1338.075	1090.133
	"Pershing County, NV"	"32027"	266	39558	672.430	911.036
	"Storey County, NV"	"32029"	118	20885	564.999	549.597
	"Washoe County, NV"	"32031"	16887	2201614	767.028	889.842
	"White Pine County, NV"	"32033"	555	53146	1044.293	934.666
	"Carson City, NV"	"32510"	3785	327643	1155.221	992.953
	"Belknap County, NH"	"33001"	3444	352485	977.063	824.223
	"Carroll County, NH"	"33003"	2706	271785	995.640	756.390
	"Cheshire County, NH"	"33005"	3944	453149	870.354	797.446
	"Coos County, NH"	"33007"	2504	200354	1249.788	887.890
	"Grafton County, NH"	"33009"	4129	502938	820.976	744.862
	"Hillsborough County, NH"	"33011"	16661	2340190	711.951	788.385
	"Merrimack County, NH"	"33013"	7108	846998	839.199	800.460
	"Rockingham County, NH"	"33015"	11341	1714695	661.400	766.051
	"Strafford County, NH"	"33017"	5120	695879	735.760	819.231
	"Sullivan County, NH"	"33019"	2421	250372	966.961	810.312
	"Atlantic County, NJ"	"34001"	16186	1568892	1031.684	977.143
	"Bergen County, NJ"	"34003"	44885	5340585	840.451	690.014
	"Burlington County, NJ"	"34005"	22176	2625793	844.545	848.694
	"Camden County, NJ"	"34007"	28449	3053839	931.582	919.635
	"Cape May County, NJ"	"34009"	8037	607504	1322.954	883.219
	"Cumberland County, NJ"	"34011"	9283	890479	1042.473	1018.076
	"Essex County, NJ"	"34013"	41412	4756383	870.662	900.490
	"Gloucester County, NJ"	"34015"	14089	1590646	885.741	962.943
	"Hudson County, NJ"	"34017"	27106	3685242	735.528	821.642
	"Hunterdon County, NJ"	"34019"	4845	754971	641.747	713.065
	"Mercer County, NJ"	"34021"	17243	2142499	804.808	790.730
	"Middlesex County, NJ"	"34023"	33241	4626096	718.554	743.725
	"Monmouth County, NJ"	"34025"	32166	3744252	859.077	823.951
	"Morris County, NJ"	"34027"	20933	2871430	729.010	732.874
	"Ocean County, NJ"	"34029"	41540	3222709	1288.978	802.698
	"Passaic County, NJ"	"34031"	23846	2959368	805.780	824.516
	"Salem County, NJ"	"34033"	4269	387356	1102.087	953.707
	"Somerset County, NJ"	"34035"	12410	1835359	676.162	724.387
	"Sussex County, NJ"	"34037"	6148	887240	692.935	845.434
	"Union County, NJ"	"34039"	26872	3157037	851.178	778.226
	"Warren County, NJ"	"34041"	5406	639921	844.792	800.247
	"Bernalillo County, NM"	"35001"	26476	3500269	756.399	800.969
	"Catron County, NM"	"35003"	211	20881	1010.488	778.558
	"Chaves County, NM"	"35005"	3705	367976	1006.859	892.963
	"Cibola County, NM"	"35006"	1252	159986	782.568	880.802
	"Colfax County, NM"	"35007"	864	84756	1019.397	767.968
	"Curry County, NM"	"35009"	2256	274147	822.916	889.193
	"DeBaca County, NM"	"35011"	174	12864	1352.612	765.262
	"Dona Ana County, NM"	"35013"	7028	1085825	647.250	772.157
	"Eddy County, NM"	"35015"	3287	306435	1072.658	949.662
	"Grant County, NM"	"35017"	1880	179663	1046.404	816.898
	"Guadalupe County, NM"	"35019"	281	28561	983.859	912.663
	"Harding County, NM"	"35021"	52	4637	1121.415	631.534
	"Hidalgo County, NM"	"35023"	307	31753	966.838	858.068
	"Lea County, NM"	"35025"	2894	339673	851.996	934.305
	"Lincoln County, NM"	"35027"	981	118836	825.507	690.320
	"Los Alamos County, NM"	"35028"	635	109244	581.268	592.025
	"Luna County, NM"	"35029"	1513	148925	1015.948	816.752
	"McKinley County, NM"	"35031"	2805	435764	643.697	959.686
	"Mora County, NM"	"35033"	268	30705	872.822	804.902
	"Otero County, NM"	"35035"	2896	371335	779.889	860.277
	"Quay County, NM"	"35037"	772	57562	1341.163	969.062
	"Rio Arriba County, NM"	"35039"	2029	243733	832.468	913.302
	"Roosevelt County, NM"	"35041"	901	111693	806.675	850.967
	"Sandoval County, NM"	"35043"	3757	588980	637.882	704.296
	"San Juan County, NM"	"35045"	4634	718517	644.940	839.571
	"San Miguel County, NM"	"35047"	1577	178319	884.370	909.837
	"Santa Fe County, NM"	"35049"	4974	803118	619.336	670.760
	"Sierra County, NM"	"35051"	1325	76107	1740.970	953.706
	"Socorro County, NM"	"35053"	849	107747	787.957	886.902
	"Taos County, NM"	"35055"	1390	185891	747.750	731.476
	"Torrance County, NM"	"35057"	714	100856	707.940	844.702
	"Union County, NM"	"35059"	315	24835	1268.371	927.374
	"Valencia County, NM"	"35061"	2982	410108	727.126	864.773
	"Albany County, NY"	"36001"	17109	1795129	953.079	817.180
	"Allegany County, NY"	"36003"	2887	300264	961.487	859.775
	"Bronx County, NY"	"36005"	60460	8111016	745.406	875.935
	"Broome County, NY"	"36007"	12644	1205330	1049.007	801.518
	"Cattaraugus County, NY"	"36009"	5147	498840	1031.794	899.224
	"Cayuga County, NY"	"36011"	4423	488460	905.499	769.797
	"Chautauqua County, NY"	"36013"	8940	827726	1080.068	842.709
	"Chemung County, NY"	"36015"	5664	541254	1046.459	849.236
	"Chenango County, NY"	"36017"	3227	307559	1049.230	870.591
	"Clinton County, NY"	"36019"	3852	486353	792.017	840.096
	"Columbia County, NY"	"36021"	4133	379896	1087.929	842.469
	"Cortland County, NY"	"36023"	2593	294826	879.502	859.037
	"Delaware County, NY"	"36025"	3334	288082	1157.309	820.918
	"Dutchess County, NY"	"36027"	13450	1730564	777.203	792.239
	"Erie County, NY"	"36029"	59665	5652255	1055.596	853.836
	"Essex County, NY"	"36031"	2418	234889	1029.422	813.416
	"Franklin County, NY"	"36033"	2643	306665	861.853	853.339
	"Fulton County, NY"	"36035"	3556	330580	1075.685	840.552
	"Genesee County, NY"	"36037"	3444	361684	952.212	813.654
	"Greene County, NY"	"36039"	3202	290661	1101.627	908.466
	"Hamilton County, NY"	"36041"	406	31355	1294.849	902.921
	"Herkimer County, NY"	"36043"	4383	385376	1137.331	851.734
	"Jefferson County, NY"	"36045"	5246	667928	785.414	846.300
	"Kings County, NY"	"36047"	108591	14801039	733.671	778.715
	"Lewis County, NY"	"36049"	1378	160639	857.824	786.164
	"Livingston County, NY"	"36051"	3019	390470	773.171	806.583
	"Madison County, NY"	"36053"	3450	423432	814.771	806.711
	"Monroe County, NY"	"36055"	37783	4437877	851.376	765.060
	"Montgomery County, NY"	"36057"	3818	296892	1285.990	848.419
	"Nassau County, NY"	"36059"	66564	8021245	829.846	703.440
	"New York County, NY"	"36061"	67750	9353980	724.291	708.210
	"Niagara County, NY"	"36063"	13945	1309152	1065.193	879.382
	"Oneida County, NY"	"36065"	15322	1406973	1089.005	827.995
	"Onondaga County, NY"	"36067"	24438	2759679	885.538	805.277
	"Ontario County, NY"	"36069"	5534	613075	902.663	807.673
	"Orange County, NY"	"36071"	15193	2128199	713.890	821.674
	"Orleans County, NY"	"36073"	2299	262479	875.880	839.384
	"Oswego County, NY"	"36075"	6208	736242	843.201	902.359
	"Otsego County, NY"	"36077"	3585	374263	957.883	792.150
	"Putnam County, NY"	"36079"	3598	589070	610.793	740.254
	"Queens County, NY"	"36081"	94486	13283548	711.301	687.245
	"Rensselaer County, NY"	"36083"	8823	924106	954.761	882.112
	"Richmond County, NY"	"36085"	21706	2715315	799.392	831.671
	"Rockland County, NY"	"36087"	12515	1763617	709.621	728.271
	"St. Lawrence County, NY"	"36089"	6365	669123	951.245	921.108
	"Saratoga County, NY"	"36091"	8978	1244918	721.172	746.303
	"Schenectady County, NY"	"36093"	9350	887079	1054.021	796.095
	"Schoharie County, NY"	"36095"	1801	192037	937.840	811.546
	"Schuyler County, NY"	"36097"	1107	114643	965.606	816.965
	"Seneca County, NY"	"36099"	1977	208853	946.599	794.346
	"Steuben County, NY"	"36101"	6138	594567	1032.348	875.661
	"Suffolk County, NY"	"36103"	68277	8745353	780.723	801.115
	"Sullivan County, NY"	"36105"	4388	451053	972.835	898.895
	"Tioga County, NY"	"36107"	2553	310625	821.891	782.472
	"Tompkins County, NY"	"36109"	3532	590199	598.442	713.228
	"Ulster County, NY"	"36111"	9429	1081544	871.809	806.221
	"Warren County, NY"	"36113"	3640	384588	946.467	797.942
	"Washington County, NY"	"36115"	3604	369703	974.837	878.435
	"Wayne County, NY"	"36117"	4827	562882	857.551	845.789
	"Westchester County, NY"	"36119"	44059	5594912	787.483	684.341
	"Wyoming County, NY"	"36121"	2205	258079	854.390	840.320
	"Yates County, NY"	"36123"	1485	149069	996.183	832.593
	"Alamance County, NC"	"37001"	7939	812324	977.319	892.170
	"Alexander County, NC"	"37003"	1757	208582	842.355	883.698
	"Alleghany County, NC"	"37005"	825	64511	1278.852	933.910
	"Anson County, NC"	"37007"	1695	155271	1091.640	980.493
	"Ashe County, NC"	"37009"	1788	150973	1184.318	864.245
	"Avery County, NC"	"37011"	1164	106552	1092.424	913.516
	"Beaufort County, NC"	"37013"	3270	272353	1200.648	1005.867
	"Bertie County, NC"	"37015"	1547	119415	1295.482	1101.475
	"Bladen County, NC"	"37017"	2379	198521	1198.362	1120.708
	"Brunswick County, NC"	"37019"	4722	479201	985.390	860.126
	"Buncombe County, NC"	"37021"	13205	1282038	1030.001	856.067
	"Burke County, NC"	"37023"	5111	536457	952.732	891.898
	"Cabarrus County, NC"	"37025"	7122	848142	839.718	926.027
	"Caldwell County, NC"	"37027"	4654	473779	982.315	942.428
	"Camden County, NC"	"37029"	381	46697	815.898	848.183
	"Carteret County, NC"	"37031"	4154	365511	1136.491	919.763
	"Caswell County, NC"	"37033"	1487	142339	1044.689	991.877
	"Catawba County, NC"	"37035"	7886	873139	903.178	929.397
	"Chatham County, NC"	"37037"	2948	323010	912.665	754.628
	"Cherokee County, NC"	"37039"	1899	150775	1259.493	904.678
	"Chowan County, NC"	"37041"	1121	87302	1284.048	955.585
	"Clay County, NC"	"37043"	707	55979	1262.974	795.861
	"Cleveland County, NC"	"37045"	6038	581435	1038.465	991.768
	"Columbus County, NC"	"37047"	3824	329745	1159.684	1113.162
	"Craven County, NC"	"37049"	5203	558577	931.474	944.439
	"Cumberland County, NC"	"37051"	12205	1827618	667.809	1011.815
	"Currituck County, NC"	"37053"	1008	120417	837.091	911.128
	"Dare County, NC"	"37055"	1597	191938	832.040	867.996
	"Davidson County, NC"	"37057"	8507	910618	934.201	929.699
	"Davie County, NC"	"37059"	2038	220161	925.686	850.798
	"Duplin County, NC"	"37061"	3051	308423	989.226	993.370
	"Durham County, NC"	"37063"	10108	1401528	721.213	869.310
	"Edgecombe County, NC"	"37065"	3659	335462	1090.735	1071.913
	"Forsyth County, NC"	"37067"	16725	1892810	883.607	880.677
	"Franklin County, NC"	"37069"	2644	306014	864.013	963.986
	"Gaston County, NC"	"37071"	11750	1150437	1021.351	1041.627
	"Gates County, NC"	"37073"	730	64646	1129.227	1047.589
	"Graham County, NC"	"37075"	610	49273	1238.001	951.506
	"Granville County, NC"	"37077"	2683	310859	863.092	953.136
	"Greene County, NC"	"37079"	1084	117853	919.790	961.040
	"Guilford County, NC"	"37081"	21217	2606613	813.968	854.833
	"Halifax County, NC"	"37083"	3982	338826	1175.234	1039.097
	"Harnett County, NC"	"37085"	4552	575961	790.331	960.939
	"Haywood County, NC"	"37087"	3968	334169	1187.423	862.797
	"Henderson County, NC"	"37089"	6947	560650	1239.097	802.098
	"Hertford County, NC"	"37091"	1797	140115	1282.518	1069.079
	"Hoke County, NC"	"37093"	1519	218575	694.956	1075.271
	"Hyde County, NC"	"37095"	419	34602	1210.913	955.192
	"Iredell County, NC"	"37097"	6917	790275	875.265	915.545
	"Jackson County, NC"	"37099"	1864	210934	883.689	858.101
	"Johnston County, NC"	"37101"	6054	801655	755.188	953.623
	"Jones County, NC"	"37103"	694	60841	1140.678	985.538
	"Lee County, NC"	"37105"	2893	298381	969.566	963.051
	"Lenoir County, NC"	"37107"	4260	355787	1197.346	1096.877
	"Lincoln County, NC"	"37109"	3528	401145	879.482	944.241
	"McDowell County, NC"	"37111"	2341	258114	906.964	816.167
	"Macon County, NC"	"37113"	2381	186065	1279.660	837.825
	"Madison County, NC"	"37115"	1335	119335	1118.699	879.114
	"Martin County, NC"	"37117"	2256	150224	1501.757	1312.961
	"Mecklenburg County, NC"	"37119"	27934	4477688	623.849	839.484
	"Mitchell County, NC"	"37121"	1224	95026	1288.069	970.942
	"Montgomery County, NC"	"37123"	1693	162221	1043.638	965.558
	"Moore County, NC"	"37125"	5489	467198	1174.877	778.688
	"Nash County, NC"	"37127"	5389	535136	1007.034	1042.991
	"New Hanover County, NC"	"37129"	8589	1028542	835.066	831.576
	"Northampton County, NC"	"37131"	1748	132484	1319.405	1015.429
	"Onslow County, NC"	"37133"	4746	921343	515.118	929.217
	"Orange County, NC"	"37135"	4233	714091	592.782	806.464
	"Pamlico County, NC"	"37137"	897	77468	1157.897	861.356
	"Pasquotank County, NC"	"37139"	2200	214912	1023.675	951.602
	"Pender County, NC"	"37141"	2265	257678	879.004	851.046
	"Perquimans County, NC"	"37143"	899	70114	1282.198	931.949
	"Person County, NC"	"37145"	2296	220885	1039.455	978.154
	"Pitt County, NC"	"37147"	6384	843556	756.796	957.958
	"Polk County, NC"	"37149"	1681	113881	1476.102	810.585
	"Randolph County, NC"	"37151"	6880	800602	859.353	888.114
	"Richmond County, NC"	"37153"	3139	278532	1126.980	1086.744
	"Robeson County, NC"	"37155"	7065	751595	940.001	1136.386
	"Rockingham County, NC"	"37157"	6222	554742	1121.602	971.937
	"Rowan County, NC"	"37159"	8003	792248	1010.163	924.562
	"Rutherford County, NC"	"37161"	4576	384787	1189.229	971.030
	"Sampson County, NC"	"37163"	3757	365659	1027.460	1025.357
	"Scotland County, NC"	"37165"	2181	215592	1011.633	1057.773
	"Stanly County, NC"	"37167"	3564	351780	1013.133	924.320
	"Stokes County, NC"	"37169"	2540	272032	933.714	934.270
	"Surry County, NC"	"37171"	4677	432338	1081.792	900.129
	"Swain County, NC"	"37173"	1004	79020	1270.564	1091.333
	"Transylvania County, NC"	"37175"	2178	180362	1207.571	779.315
	"Tyrrell County, NC"	"37177"	267	25463	1048.580	896.485
	"Union County, NC"	"37179"	5410	850198	636.322	886.634
	"Vance County, NC"	"37181"	2913	263189	1106.809	1148.613
	"Wake County, NC"	"37183"	20729	4119187	503.230	771.850
	"Warren County, NC"	"37185"	1386	121569	1140.093	922.597
	"Washington County, NC"	"37187"	995	81088	1227.062	1017.206
	"Watauga County, NC"	"37189"	1746	268081	651.296	754.479
	"Wayne County, NC"	"37191"	6377	689656	924.664	1027.567
	"Wilkes County, NC"	"37193"	4021	402917	997.972	908.124
	"Wilson County, NC"	"37195"	4501	451859	996.107	988.082
	"Yadkin County, NC"	"37197"	2269	222627	1019.194	935.840
	"Yancey County, NC"	"37199"	1161	106398	1091.186	789.433
	"Adams County, ND"	"38001"	230	14954	1538.050	772.595
	"Barnes County, ND"	"38003"	896	68074	1316.215	811.096
	"Benson County, ND"	"38005"	384	40866	939.656	893.644
	"Billings County, ND"	"38007"	31	5004	619.504	536.152
	"Bottineau County, ND"	"38009"	526	41108	1279.556	718.836
	"Bowman County, ND"	"38011"	273	18714	1458.801	793.234
	"Burke County, ND"	"38013"	139	12793	1086.532	623.887
	"Burleigh County, ND"	"38015"	3104	429826	722.153	690.459
	"Cass County, ND"	"38017"	4670	773511	603.741	720.606
	"Cavalier County, ND"	"38019"	359	27530	1304.032	705.458
	"Dickey County, ND"	"38021"	466	33618	1386.162	734.275
	"Divide County, ND"	"38023"	233	13136	1773.752	675.066
	"Dunn County, ND"	"38025"	216	21121	1022.679	750.233
	"Eddy County, ND"	"38027"	269	16001	1681.145	865.342
	"Emmons County, ND"	"38029"	331	24451	1353.728	695.903
	"Foster County, ND"	"38031"	314	21568	1455.861	855.062
	"Golden Valley County, ND"	"38033"	103	10865	947.998	557.699
	"Grand Forks County, ND"	"38035"	2597	396072	655.689	788.594
	"Grant County, ND"	"38037"	251	16222	1547.281	784.134
	"Griggs County, ND"	"38039"	266	15625	1702.400	804.766
	"Hettinger County, ND"	"38041"	222	15804	1404.708	707.031
	"Kidder County, ND"	"38043"	203	15690	1293.818	752.222
	"LaMoure County, ND"	"38045"	344	27515	1250.227	690.934
	"Logan County, ND"	"38047"	184	13101	1404.473	665.972
	"McHenry County, ND"	"38049"	400	34605	1155.902	681.764
	"McIntosh County, ND"	"38051"	389	19645	1980.148	696.150
	"McKenzie County, ND"	"38053"	348	34021	1022.898	807.829
	"McLean County, ND"	"38055"	744	54583	1363.062	798.197
	"Mercer County, ND"	"38057"	476	51026	932.858	756.847
	"Morton County, ND"	"38059"	1396	151786	919.716	779.620
	"Mountrail County, ND"	"38061"	550	40203	1368.057	1020.108
	"Nelson County, ND"	"38063"	413	20924	1973.810	887.487
	"Oliver County, ND"	"38065"	71	11799	601.746	520.645
	"Pembina County, ND"	"38067"	544	49365	1101.995	679.099
	"Pierce County, ND"	"38069"	426	27221	1564.968	736.750
	"Ramsey County, ND"	"38071"	944	70027	1348.051	878.737
	"Ransom County, ND"	"38073"	525	34970	1501.287	868.683
	"Renville County, ND"	"38075"	187	15293	1222.782	679.357
	"Richland County, ND"	"38077"	915	105416	867.990	663.354
	"Rolette County, ND"	"38079"	710	81976	866.107	1067.555
	"Sargent County, ND"	"38081"	218	25200	865.079	657.294
	"Sheridan County, ND"	"38083"	103	9502	1083.982	598.433
	"Sioux County, ND"	"38085"	181	24400	741.803	1139.847
	"Slope County, ND"	"38087"	25	4471	559.159	440.109
	"Stark County, ND"	"38089"	1257	135155	930.043	697.847
	"Steele County, ND"	"38091"	116	12880	900.621	627.959
	"Stutsman County, ND"	"38093"	1398	128749	1085.834	772.697
	"Towner County, ND"	"38095"	234	16019	1460.765	728.500
	"Traill County, ND"	"38097"	633	50122	1262.918	744.593
	"Walsh County, ND"	"38099"	947	71570	1323.180	825.149
	"Ward County, ND"	"38101"	2874	347907	826.083	770.805
	"Wells County, ND"	"38103"	420	28653	1465.815	682.882
	"Williams County, ND"	"38105"	1176	118384	993.377	724.448
	"Adams County, OH"	"39001"	1818	167630	1084.531	1061.987
	"Allen County, OH"	"39003"	6397	646619	989.300	881.658
	"Ashland County, OH"	"39005"	2907	316445	918.643	794.636
	"Ashtabula County, OH"	"39007"	6590	615708	1070.313	928.169
	"Athens County, OH"	"39009"	2773	379753	730.211	964.729
	"Auglaize County, OH"	"39011"	2697	276661	974.839	811.201
	"Belmont County, OH"	"39013"	5532	421083	1313.755	945.607
	"Brown County, OH"	"39015"	2433	260442	934.181	983.384
	"Butler County, OH"	"39017"	16300	2049409	795.351	924.980
	"Carroll County, OH"	"39019"	1519	174709	869.446	793.781
	"Champaign County, OH"	"39021"	2292	235769	972.138	927.982
	"Clark County, OH"	"39023"	9880	856279	1153.830	993.768
	"Clermont County, OH"	"39025"	7964	1101178	723.225	897.258
	"Clinton County, OH"	"39027"	2254	246944	912.758	936.470
	"Columbiana County, OH"	"39029"	7287	665953	1094.221	946.417
	"Coshocton County, OH"	"39031"	2310	222851	1036.567	920.264
	"Crawford County, OH"	"39033"	3030	277010	1093.823	913.563
	"Cuyahoga County, OH"	"39035"	89935	8185246	1098.745	904.366
	"Darke County, OH"	"39037"	3343	319056	1047.778	840.996
	"Defiance County, OH"	"39039"	2048	235632	869.152	810.408
	"Delaware County, OH"	"39041"	4084	779150	524.161	774.223
	"Erie County, OH"	"39043"	5015	472960	1060.343	862.047
	"Fairfield County, OH"	"39045"	6264	785948	796.999	890.436
	"Fayette County, OH"	"39047"	2014	170728	1179.654	1060.870
	"Franklin County, OH"	"39049"	49937	6540959	763.451	944.816
	"Fulton County, OH"	"39051"	2138	254604	839.735	799.341
	"Gallia County, OH"	"39053"	2001	186286	1074.155	1009.632
	"Geauga County, OH"	"39055"	4092	554168	738.404	727.097
	"Greene County, OH"	"39057"	7048	913795	771.289	813.094
	"Guernsey County, OH"	"39059"	2595	245498	1057.035	946.805
	"Hamilton County, OH"	"39061"	49201	4970825	989.795	922.032
	"Hancock County, OH"	"39063"	3776	436119	865.819	791.937
	"Hardin County, OH"	"39065"	1858	191333	971.082	939.925
	"Harrison County, OH"	"39067"	1274	95319	1336.565	988.945
	"Henry County, OH"	"39069"	1585	174450	908.570	801.158
	"Highland County, OH"	"39071"	2669	252201	1058.283	981.876
	"Hocking County, OH"	"39073"	1719	172189	998.322	981.180
	"Holmes County, OH"	"39075"	1634	243067	672.243	775.166
	"Huron County, OH"	"39077"	3206	359098	892.792	905.385
	"Jackson County, OH"	"39079"	2199	197304	1114.524	1050.531
	"Jefferson County, OH"	"39081"	6027	434500	1387.112	1014.205
	"Knox County, OH"	"39083"	3317	340205	975.000	906.540
	"Lake County, OH"	"39085"	12839	1365614	940.163	831.199
	"Lawrence County, OH"	"39087"	4438	372973	1189.898	1098.640
	"Licking County, OH"	"39089"	7882	909574	866.560	924.155
	"Logan County, OH"	"39091"	2755	276529	996.279	931.849
	"Lorain County, OH"	"39093"	15319	1735600	882.634	869.428
